,mean,max,min,kurtosis,skew,std
0,0.4070819103544023,0.7978970325868578,0.1340699954486741,-0.4951968792227097,0.6269212911401936,0.1697942458678764
1,0.9998248747443058,1.02479306872268,0.954525823442926,1.426160231825381,-1.2247011768282932,0.012610951141315656
2,2.0970739321474237,2.955161902735409,1.6373681510085745,-0.5895657496581883,0.8054310908522423,0.3434831970658371
3,0.9619360629013278,1.532034735881861,0.3990834961610241,-1.102206150556199,0.3139705272278195,0.3178379044541522
4,0.6118263053080194,1.8584943604579764,0.2100576782182437,-0.2267275583147077,0.9724143555076222,0.4764997631475523
5,2.5755208038409974,2.6270363942704,2.401865713997894,1.6361704857897843,-0.9089755723045745,0.029808748673030946
6,1.2999318286299444,1.3127127765409174,1.2741585383918734,0.5553770781006446,-0.9412948819843099,0.007831636951954005
7,1.3777044854520457,1.5862058643612278,1.1254229246493366,-0.9498132012636247,-0.2562117137489382,0.12048119136931124
8,1.2636393199708902,2.4717137313009343,0.1812444720059228,-0.9333873198904228,-0.002025437174914148,0.5931681219955331
9,0.7838801744533752,0.8259396996153099,0.7210065559940679,-0.7559460185412563,-0.5053584372747929,0.02637294118006635
10,0.3630820044488651,0.7388139255344015,0.1365314532571663,-0.6369009561316741,0.6279648576274747,0.15690528803473572
11,0.9662456179539427,1.5973519158388882,0.3993990428772128,-1.0221489593180217,0.4764054954539633,0.3140488201010743
12,1.2058461747053917,2.160088944342996,0.2955323885986166,-0.5887704638261266,-0.3465718029021991,0.43453448986945575
13,0.9769957439889622,1.002071373282033,0.9349906785602692,-0.21544701413407985,-0.690499474124256,0.014121322673031369
14,0.527465917291586,1.4040178075308618,0.1024402750467009,1.6693390854048045,1.2846884908488443,0.29164207390823566
15,2.351524554653958,2.386908958935309,2.235603037933769,0.7686632623424949,-1.3854576674458547,0.035731628039073426
16,1.4117103817719527,3.087155992143697,0.2960016940651568,-0.5757616930964748,-0.16490559929721016,0.6050599137809338
17,3.138047689248379,3.6980573366833855,1.8284009786972504,5.417442353886509,-2.476141425022397,0.3777989316724751
18,1.9046525683364823,2.0853850657025808,1.4988915355723955,-0.27984966658630794,-1.1574689252558144,0.18714561133263397
19,0.8002758368485544,1.6060531882957716,0.2344085046431259,-1.1873066870996059,0.3352400725663479,0.3508901608383235
20,0.9691729041942484,2.4994836069211828,0.2335465031790062,1.1302035973262954,0.9400136290559746,0.477278907565914
21,1.1215340154544713,1.5312572755956364,0.459278107404983,-0.34377840234774215,-0.9177833308138891,0.28077838949180023
22,1.229309818704391,1.3060061556258693,1.1652451658925298,0.6133824554332254,0.37607986604808197,0.026726401182122137
23,0.9323307692958647,1.4900164062932404,0.40044411339769,-1.2618100307191829,0.40616462321170055,0.3140533459271285
24,2.348305219005276,2.4437620614790494,2.228022089792636,0.1621445819130649,0.3074342836010688,0.04102212009767962
25,1.1637848423013422,1.1816996923584686,1.1329680856954163,0.23522709548460252,-0.5636945891047788,0.009370374338665874
26,1.2389861721744746,2.397729925752897,0.1859669720225571,-1.0230185037756272,-0.07873264998467405,0.5758148833300009
27,1.2561432081783572,1.279352110585866,1.2141989769339387,-0.01672095173457322,-0.8018813984091349,0.012970803900913132
28,3.072138135343293,3.8031586695802817,1.6843726063411808,5.27735107089439,-2.050238591849742,0.3877326254447396
29,1.2225141421990995,1.2499091000151368,1.158541503103915,-0.5853489931334179,-0.8800082671332642,0.024141992539296248
30,0.7409781829608209,1.52810760463417,0.291407796671463,-0.926885265450788,0.4159465565924528,0.3286324246435553
31,0.5402400538496976,1.1252605966717946,0.2675523376687483,1.6518964425753482,1.3990826848131823,0.16700615534055366
32,1.1714516734967,1.7205184596768952,0.3211777447805133,-1.090425781802003,-0.3284259838713502,0.4140807641741034
